time,symbol,buy/sell,quantity,price
20210720,000002.SZ,buy,901,23.09
20210721,000001.SZ,sell,1036,20.45
20210721,000005.SZ,sell,10720,2.12
20210722,000002.SZ,sell,901,23.21
20210722,000007.SZ,sell,4550,4.73
20210722,000008.SZ,buy,10181,2.18
20210723,000005.SZ,buy,10228,2.15
20210723,000009.SZ,buy,948,23.18
20210726,000004.SZ,sell,965,22.31
20210726,000005.SZ,sell,10228,2.16
20210726,000006.SZ,buy,4810,4.56
20210726,000008.SZ,sell,10181,2.13
20210728,000005.SZ,buy,10294,2.05
20210728,000006.SZ,sell,4810,4.42
20210728,000009.SZ,sell,948,19.27
20210729,000005.SZ,sell,10294,2.06
20210802,000007.SZ,buy,4986,4.14
20210803,000001.SZ,buy,1153,17.89
20210803,000002.SZ,buy,988,20.88
20210803,000004.SZ,buy,860,23.99
20210803,000005.SZ,buy,10020,2.06
20210803,000009.SZ,buy,1,20.7
20210804,000006.SZ,buy,4,4.47
20210804,000007.SZ,sell,4986,4.04
20210804,000008.SZ,buy,9685,2.08
20210805,000005.SZ,sell,10020,2.02
20210806,000001.SZ,sell,1153,17.86
20210809,000002.SZ,sell,988,22.28
20210809,000004.SZ,sell,860,22.65
20210809,000007.SZ,buy,4678,4.32
20210810,000001.SZ,buy,1041,19.73
20210810,000002.SZ,buy,939,21.86
20210812,000005.SZ,buy,9993,2.06
20210812,000009.SZ,sell,1,24.5
20210813,000007.SZ,sell,4678,4.03
20210813,000008.SZ,sell,9685,2.09
20210817,000008.SZ,buy,9962,2.06
20210818,000001.SZ,sell,1041,20.62
20210818,000006.SZ,sell,4,4.62
20210819,000001.SZ,buy,1024,20.34
20210819,000007.SZ,buy,4762,4.14
20210820,000007.SZ,sell,4762,4.13
20210820,000009.SZ,buy,732,26.87
20210823,000004.SZ,sell,0,20.22
20210823,000005.SZ,sell,9993,2.09
20210823,000008.SZ,buy,9509,2.15
20210824,000001.SZ,sell,1024,19.36
20210824,000002.SZ,sell,939,23.02
20210824,000007.SZ,buy,4929,4.19
20210825,000005.SZ,buy,9672,2.16
20210825,000006.SZ,buy,73,4.64
20210830,000006.SZ,sell,73,4.5
20210830,000009.SZ,sell,732,27.03
20210831,000007.SZ,sell,4929,4.11
20210901,000004.SZ,buy,1150,18.58
20210902,000004.SZ,sell,1150,18.65
20210903,000002.SZ,buy,1030,20.93
20210903,000006.SZ,buy,4037,4.68
20210907,000005.SZ,sell,9672,2.29
20210908,000002.SZ,sell,1030,20.33
20210908,000004.SZ,buy,1101,19.52
20210910,000005.SZ,buy,9599,2.25
20210913,000009.SZ,sell,0,20.4
20210914,000004.SZ,sell,1101,20.49
20210914,000005.SZ,sell,9599,2.27
20210915,000006.SZ,sell,4037,4.68
20210915,000008.SZ,sell,19471,2.42
20210916,000001.SZ,sell,0,19.08
20210916,000004.SZ,buy,1111,19.86
20210916,000005.SZ,buy,9681,2.28
20210917,000002.SZ,sell,0,19.07
20210917,000005.SZ,sell,9681,2.26
20210917,000009.SZ,buy,1026,21.5
20210922,000009.SZ,sell,1026,22.5
20210923,000004.SZ,sell,1111,20.0
20210924,000002.SZ,buy,1095,20.32
20210924,000005.SZ,buy,9854,2.26
20210924,000007.SZ,buy,5754,3.87
20210924,000009.SZ,buy,1042,21.36
20210927,000004.SZ,buy,1107,20.11
20210927,000006.SZ,buy,10,4.44
20210928,000005.SZ,sell,9854,2.16
20210928,000006.SZ,sell,10,4.5
20210928,000008.SZ,sell,0,2.29
20210928,000009.SZ,sell,1042,18.91
20210930,000001.SZ,buy,1205,17.93
20210930,000004.SZ,sell,1107,18.98
20211011,000006.SZ,buy,4863,4.57
20211011,000008.SZ,buy,7718,2.36
20211014,000006.SZ,sell,4863,4.49
20211015,000005.SZ,sell,0,2.28
20211015,000008.SZ,sell,7718,2.21
20211018,000002.SZ,sell,1095,20.3
20211019,000001.SZ,sell,1205,19.57
20211019,000004.SZ,sell,0,19.35
20211019,000005.SZ,buy,9948,2.22
20211019,000009.SZ,buy,1287,17.16
20211020,000001.SZ,buy,1137,19.24
20211021,000001.SZ,sell,1137,20.0
20211021,000007.SZ,sell,5754,4.12
20211021,000008.SZ,buy,9827,2.26
20211022,000001.SZ,buy,1109,20.04
20211025,000008.SZ,sell,9827,2.24
20211026,000005.SZ,sell,9948,2.23
20211026,000007.SZ,buy,5428,4.15
20211027,000001.SZ,sell,1109,19.92
20211029,000009.SZ,sell,1287,20.91
20211101,000002.SZ,buy,1265,18.19
20211101,000004.SZ,buy,1367,16.84
20211102,000005.SZ,buy,11237,2.07
20211102,000006.SZ,buy,5404,4.08
20211103,000006.SZ,sell,5404,4.12
20211104,000006.SZ,buy,5404,4.12
20211104,000008.SZ,buy,1,2.11
20211108,000005.SZ,sell,11237,2.13
20211108,000009.SZ,sell,0,20.23
20211109,000005.SZ,buy,11185,2.14
20211110,000002.SZ,sell,1265,18.98
20211110,000006.SZ,sell,5404,4.15
20211111,000001.SZ,sell,0,18.35
20211112,000008.SZ,sell,1,2.14
20211115,000002.SZ,buy,1289,19.4
20211115,000004.SZ,sell,1367,19.16
20211115,000005.SZ,sell,11185,2.2
20211115,000009.SZ,buy,1418,17.63
20211116,000007.SZ,sell,5428,5.93
20211117,000001.SZ,buy,1416,18.11
20211117,000006.SZ,buy,6149,4.17
20211118,000001.SZ,sell,1416,17.8
20211118,000002.SZ,sell,1289,19.09
20211118,000004.SZ,buy,1391,18.6
20211122,000005.SZ,buy,12068,2.13
20211122,000008.SZ,sell,0,2.17
20211122,000009.SZ,sell,1418,18.15
20211123,000004.SZ,sell,1391,18.8
20211123,000006.SZ,sell,6149,4.17
20211124,000007.SZ,buy,4756,5.45
20211125,000004.SZ,buy,1382,18.75
20211125,000009.SZ,buy,1491,17.38
20211126,000001.SZ,buy,1471,17.58
20211126,000006.SZ,buy,70,4.13
20211126,000008.SZ,buy,1,2.17
20211126,000009.SZ,sell,1491,17.56
20211129,000002.SZ,buy,1407,18.46
20211130,000004.SZ,sell,1382,18.82
20211201,000007.SZ,sell,4756,6.1
20211201,000008.SZ,sell,1,2.19
20211203,000004.SZ,buy,1485,18.22
20211206,000005.SZ,sell,12068,2.27
20211206,000007.SZ,buy,4652,5.82
20211206,000008.SZ,buy,12421,2.18
20211206,000009.SZ,buy,84,16.74
20211207,000001.SZ,sell,1471,18.46
20211208,000002.SZ,sell,1407,19.81
20211208,000007.SZ,sell,4652,5.82
20211209,000006.SZ,sell,70,4.27
20211209,000008.SZ,sell,12421,2.19
20211209,000009.SZ,sell,84,16.67
20211210,000005.SZ,buy,12323,2.25
20211213,000006.SZ,buy,6507,4.27
20211214,000001.SZ,buy,1574,17.58
20211214,000002.SZ,buy,1419,19.5
20211215,000001.SZ,sell,1574,17.55
20211215,000004.SZ,sell,1485,19.0
20211215,000007.SZ,buy,4959,5.6
20211216,000005.SZ,sell,12323,2.27
20211217,000004.SZ,buy,1439,19.26
20211217,000005.SZ,buy,12266,2.26
20211217,000007.SZ,sell,4959,5.61
20211220,000002.SZ,sell,1419,19.56
20211220,000006.SZ,sell,6507,4.38
20211220,000007.SZ,buy,4893,5.71
20211221,000004.SZ,sell,1439,19.17
20211221,000005.SZ,sell,12266,2.27
20211222,000008.SZ,sell,0,2.98
20211223,000004.SZ,buy,1449,19.29
20211223,000005.SZ,buy,12319,2.27
20211223,000007.SZ,sell,4893,5.67
20211224,000009.SZ,buy,1988,14.09
20211227,000006.SZ,buy,6289,4.43
20211227,000007.SZ,buy,4795,5.81
20211228,000002.SZ,buy,21,19.68
20211228,000008.SZ,buy,6,2.72
20211228,000009.SZ,sell,1988,14.25
20211230,000001.SZ,buy,1668,16.82
20211231,000005.SZ,sell,12319,2.3
20211231,000008.SZ,sell,6,2.94
20220104,000009.SZ,buy,2027,14.0
20220105,000004.SZ,sell,1449,21.99
20220105,000005.SZ,buy,12536,2.3
20220105,000007.SZ,sell,4795,6.5
20220107,000001.SZ,sell,1668,17.2
20220107,000002.SZ,sell,21,21.89
20220107,000004.SZ,buy,1417,21.12
20220110,000006.SZ,sell,6289,4.59
20220110,000007.SZ,buy,4651,6.42
20220111,000005.SZ,sell,12536,2.34
20220112,000008.SZ,buy,10791,2.78
20220113,000002.SZ,buy,1416,21.53
20220113,000006.SZ,buy,334,4.56
20220114,000009.SZ,sell,2027,14.43
20220117,000004.SZ,sell,1417,22.51
20220117,000007.SZ,sell,4651,6.72
20220117,000008.SZ,sell,10791,2.75
20220118,000006.SZ,sell,334,4.51
20220118,000007.SZ,buy,4419,6.93
20220119,000002.SZ,sell,1416,21.9
20220120,000001.SZ,sell,0,17.33
20220120,000004.SZ,buy,1434,21.34
20220120,000007.SZ,sell,4419,6.78
20220121,000004.SZ,sell,1434,21.12
20220124,000004.SZ,buy,1432,21.45
20220124,000005.SZ,buy,14492,2.12
20220125,000004.SZ,sell,1432,20.24
20220126,000002.SZ,buy,1455,20.73
20220126,000004.SZ,buy,1355,22.26
20220126,000006.SZ,buy,6968,4.33
20220126,000007.SZ,buy,4656,6.48
20220126,000008.SZ,buy,190,2.59
20220207,000002.SZ,sell,1455,20.91
20220207,000009.SZ,sell,0,13.31
20220208,000002.SZ,buy,1454,20.88
20220208,000006.SZ,sell,6968,4.54
20220208,000007.SZ,sell,4656,6.57
20220208,000008.SZ,sell,190,2.63
20220209,000001.SZ,sell,0,16.86
20220209,000002.SZ,sell,1454,20.5
20220209,000005.SZ,sell,14492,2.23
20220210,000009.SZ,buy,2318,13.45
20220211,000004.SZ,sell,1355,23.91
20220211,000005.SZ,buy,14007,2.22
20220211,000007.SZ,buy,4889,6.36
20220211,000008.SZ,buy,12194,2.55
20220214,000001.SZ,buy,1888,16.58
20220214,000002.SZ,buy,76,20.24
20220214,000006.SZ,buy,2,4.49
20220217,000001.SZ,sell,1888,16.42
20220217,000009.SZ,sell,2318,14.09
20220218,000002.SZ,sell,76,20.48
20220218,000005.SZ,sell,14007,2.24
20220218,000006.SZ,sell,2,4.53
20220218,000007.SZ,sell,4889,6.63
20220218,000009.SZ,buy,2300,13.96
20220221,000008.SZ,sell,12194,2.88
20220222,000009.SZ,sell,2300,13.74
20220223,000004.SZ,buy,1522,21.5
20220223,000005.SZ,buy,14544,2.25
20220224,000006.SZ,buy,7488,4.37
20220225,000002.SZ,buy,1648,19.53
20220225,000004.SZ,sell,1522,21.77
20220225,000007.SZ,buy,4886,6.59
20220225,000008.SZ,buy,11500,2.8
20220228,000002.SZ,sell,1648,19.2
20220301,000005.SZ,sell,14544,2.29
20220301,000008.SZ,sell,11500,2.77
20220302,000006.SZ,sell,7488,4.41
20220302,000007.SZ,sell,4886,6.6
20220308,000001.SZ,buy,2293,14.31
20220308,000009.SZ,buy,2734,12.0
20220309,000004.SZ,buy,1719,19.08
20220309,000009.SZ,sell,2734,11.72
20220310,000001.SZ,sell,2293,14.57
20220310,000004.SZ,sell,1719,18.93
20220311,000007.SZ,buy,5392,6.07
20220314,000001.SZ,buy,2258,14.49
20220314,000002.SZ,buy,2034,16.09
20220314,000004.SZ,buy,1694,19.32
20220314,000005.SZ,buy,15439,2.12
20220314,000006.SZ,buy,5,4.14
20220318,000005.SZ,sell,15439,2.15
20220318,000007.SZ,sell,5392,6.23
20220321,000004.SZ,sell,1694,19.61
20220321,000005.SZ,buy,15643,2.16
20220321,000007.SZ,buy,5380,6.28
20220321,000008.SZ,sell,0,2.54
20220321,000009.SZ,sell,0,12.02
20220322,000001.SZ,sell,2258,15.18
20220322,000002.SZ,sell,2034,17.58
20220323,000007.SZ,sell,5380,6.23
20220324,000002.SZ,buy,1942,17.48
20220324,000004.SZ,buy,1672,20.31
20220325,000001.SZ,buy,2264,14.98
20220325,000007.SZ,buy,5437,6.24
20220328,000004.SZ,sell,1672,20.39
20220328,000005.SZ,sell,15643,2.27
20220328,000008.SZ,buy,13156,2.58
20220330,000008.SZ,sell,13156,2.6
20220331,000005.SZ,sell,0,2.26
20220331,000008.SZ,buy,13811,2.54
20220401,000006.SZ,sell,5,5.42
20220401,000007.SZ,sell,5437,6.56
20220401,000008.SZ,sell,13811,2.55
20220406,000001.SZ,sell,2264,16.39
20220406,000002.SZ,sell,1942,21.22
20220407,000005.SZ,buy,16524,2.23
20220411,000001.SZ,buy,2298,16.05
20220411,000002.SZ,buy,1778,20.74
20220412,000005.SZ,sell,16524,2.28
20220412,000006.SZ,buy,7491,4.91
20220412,000007.SZ,buy,5838,6.3
20220412,000009.SZ,buy,3602,10.21
20220413,000006.SZ,sell,7491,4.83
20220414,000001.SZ,sell,2298,16.04
20220414,000002.SZ,sell,1778,21.0
20220414,000008.SZ,buy,14682,2.48
20220415,000005.SZ,buy,16385,2.24
20220415,000009.SZ,sell,3602,10.04
20220418,000001.SZ,buy,2317,15.9
20220419,000001.SZ,sell,2317,15.81
20220419,000008.SZ,sell,14682,2.41
20220420,000005.SZ,sell,16385,2.27
20220420,000007.SZ,sell,5838,6.92
20220425,000001.SZ,buy,2520,14.85
20220425,000006.SZ,buy,9358,4.0
20220425,000007.SZ,buy,5579,6.71
20220425,000008.SZ,buy,17016,2.2
20220425,000009.SZ,buy,4435,8.44
20220426,000002.SZ,buy,1,18.96
20220427,000001.SZ,sell,2520,15.65
20220428,000002.SZ,sell,1,18.7
20220428,000006.SZ,sell,9358,4.15
20220428,000007.SZ,sell,5579,6.59
20220429,000007.SZ,buy,5535,6.87
20220505,000005.SZ,buy,21435,1.8
20220506,000006.SZ,buy,9541,4.03
20220509,000005.SZ,sell,21435,1.81
20220509,000008.SZ,sell,17016,2.25
20220510,000002.SZ,buy,2093,18.56
20220510,000005.SZ,buy,21011,1.82
20220512,000005.SZ,sell,21011,1.8
20220513,000004.SZ,buy,4093,9.24
20220513,000006.SZ,sell,9541,4.48
20220516,000005.SZ,buy,22618,1.83
20220516,000007.SZ,sell,5535,7.39
20220516,000008.SZ,buy,18074,2.29
20220517,000002.SZ,sell,2093,19.07
20220518,000009.SZ,sell,4435,11.8
20220519,000001.SZ,sell,0,14.62
20220519,000004.SZ,sell,4093,9.9
20220520,000005.SZ,sell,22618,1.88
20220520,000008.SZ,sell,18074,2.4
20220523,000002.SZ,buy,2392,18.35
20220523,000006.SZ,buy,10070,4.36
20220523,000007.SZ,buy,5990,7.33
20220523,000008.SZ,buy,18068,2.43
20220523,000009.SZ,buy,3680,11.93
20220524,000002.SZ,sell,2392,18.12
20220524,000005.SZ,buy,23440,1.85
20220525,000005.SZ,sell,23440,1.87
20220526,000005.SZ,buy,22803,1.88
20220530,000007.SZ,sell,5990,7.32
20220530,000008.SZ,sell,18068,2.56
20220531,000006.SZ,sell,10070,4.42
20220601,000001.SZ,buy,3151,14.08
20220602,000002.SZ,buy,2532,17.71
20220602,000004.SZ,sell,0,10.09
20220602,000005.SZ,sell,22803,1.89
20220602,000007.SZ,buy,6360,7.05
20220606,000007.SZ,sell,6360,7.06
20220608,000001.SZ,sell,3151,14.16
20220608,000007.SZ,buy,6420,7.09
20220609,000008.SZ,buy,18356,2.5
20220610,000001.SZ,buy,2984,14.32
20220610,000006.SZ,buy,1,4.32
20220610,000009.SZ,sell,3680,13.7
20220613,000005.SZ,buy,25451,1.81
20220613,000009.SZ,buy,309,14.08
20220614,000001.SZ,sell,2984,14.12
20220614,000007.SZ,sell,6420,7.07
20220614,000008.SZ,sell,18356,2.52
20220615,000005.SZ,sell,25451,1.81
20220615,000006.SZ,sell,1,4.35
20220616,000004.SZ,buy,4957,9.3
20220616,000005.SZ,buy,25471,1.81
20220616,000006.SZ,buy,10647,4.33
20220617,000009.SZ,sell,309,14.55
20220620,000002.SZ,sell,2532,18.58
20220621,000001.SZ,buy,3229,14.37
20220621,000002.SZ,buy,2497,18.58
20220621,000004.SZ,sell,4957,9.33
20220621,000005.SZ,sell,25471,1.81
20220621,000008.SZ,buy,18713,2.48
20220622,000002.SZ,sell,2497,18.3
20220622,000009.SZ,buy,3363,13.76
20220623,000002.SZ,buy,2458,18.57
20220623,000007.SZ,buy,1,6.95
20220623,000009.SZ,sell,3363,13.95
20220627,000008.SZ,sell,18713,2.49
20220628,000004.SZ,buy,5117,9.18
20220628,000006.SZ,sell,10647,4.57
20220628,000009.SZ,buy,3360,13.98
20220630,000001.SZ,sell,3229,14.98
20220630,000002.SZ,sell,2458,20.5
20220630,000009.SZ,sell,3360,13.49
20220701,000007.SZ,sell,1,7.51
20220704,000007.SZ,buy,6197,7.72
20220705,000008.SZ,buy,19641,2.46
20220706,000004.SZ,sell,5117,10.08
20220707,000005.SZ,buy,29177,1.66
20220712,000008.SZ,sell,19641,2.47
20220712,000009.SZ,buy,3971,12.31
20220713,000005.SZ,sell,29177,1.73
20220713,000007.SZ,sell,6197,7.89
20220713,000009.SZ,sell,3971,12.58
20220714,000001.SZ,buy,3713,13.37
20220714,000004.SZ,buy,5700,8.71
20220714,000005.SZ,buy,29207,1.7
20220714,000006.SZ,buy,11547,4.3
20220714,000008.SZ,buy,19940,2.49
20220714,000009.SZ,buy,1,12.51
20220715,000001.SZ,sell,3713,13.24
20220718,000006.SZ,sell,11547,4.25
20220718,000009.SZ,sell,1,12.67
20220720,000002.SZ,buy,2798,17.76
20220720,000009.SZ,buy,3826,12.69
20220721,000006.SZ,buy,1,4.22
20220725,000001.SZ,sell,0,12.82
20220725,000002.SZ,sell,2798,17.5
20220725,000004.SZ,sell,5700,9.3
20220725,000007.SZ,sell,0,7.17
20220726,000005.SZ,sell,29207,1.85
20220726,000006.SZ,sell,1,4.29
20220726,000007.SZ,buy,6741,7.46
20220726,000008.SZ,sell,19940,2.56
20220727,000009.SZ,sell,3826,14.8
20220801,000004.SZ,buy,5688,9.25
20220802,000001.SZ,buy,4299,12.26
20220802,000002.SZ,buy,3190,16.52
20220802,000005.SZ,buy,30645,1.72
20220802,000006.SZ,buy,659,4.05
20220802,000008.SZ,buy,1,2.4
20220804,000001.SZ,sell,4299,12.16
20220804,000002.SZ,sell,3190,16.23
20220804,000008.SZ,sell,1,2.41
20220805,000006.SZ,sell,659,4.09
20220808,000001.SZ,buy,4380,12.2
20220808,000002.SZ,buy,3276,16.27
20220808,000005.SZ,sell,30645,1.77
20220808,000006.SZ,buy,13067,4.09
20220808,000008.SZ,buy,335,2.41
20220810,000009.SZ,sell,0,15.74
20220811,000001.SZ,sell,4380,12.35
20220812,000001.SZ,buy,4369,12.38
20220812,000007.SZ,sell,6741,8.01
20220812,000009.SZ,buy,3319,16.27
20220815,000004.SZ,sell,5688,9.88
20220816,000006.SZ,sell,13067,4.16
20220816,000007.SZ,buy,6692,8.12
20220817,000004.SZ,buy,5461,9.96
20220817,000006.SZ,buy,438,4.17
20220817,000008.SZ,sell,335,2.5
20220817,000009.SZ,sell,3319,16.55
20220818,000002.SZ,sell,3276,16.79
20220819,000001.SZ,sell,4369,12.57
20220819,000004.SZ,sell,5461,9.75
20220819,000005.SZ,sell,0,1.84
20220819,000007.SZ,sell,6692,8.16
20220822,000001.SZ,buy,4405,12.5
20220824,000001.SZ,sell,4405,12.4
20220824,000005.SZ,buy,29853,1.84
20220824,000009.SZ,buy,3681,14.92
20220825,000002.SZ,buy,3473,15.83
20220825,000007.SZ,buy,6959,7.9
20220825,000009.SZ,sell,3681,15.1
20220826,000001.SZ,buy,4366,12.61
20220826,000004.SZ,buy,5750,9.36
20220826,000005.SZ,sell,29853,1.83
20220829,000004.SZ,sell,5750,9.35
20220830,000001.SZ,sell,4366,12.48
20220831,000004.SZ,buy,5907,9.34
20220831,000005.SZ,buy,30151,1.83
20220831,000008.SZ,buy,21800,2.41
20220901,000007.SZ,sell,6959,8.52
20220902,000004.SZ,sell,5907,9.39
20220906,000001.SZ,buy,4571,12.5
20220906,000005.SZ,sell,30151,1.87
20220906,000006.SZ,sell,438,4.47
20220906,000009.SZ,sell,0,15.07
20220907,000004.SZ,buy,6245,9.26
20220907,000007.SZ,buy,7130,8.11
20220907,000008.SZ,sell,21800,2.47
20220909,000001.SZ,sell,4571,12.72
20220909,000002.SZ,sell,3473,18.15
20220909,000007.SZ,sell,7130,8.12
20220913,000002.SZ,buy,3195,18.18
20220914,000002.SZ,sell,3195,17.91
20220914,000004.SZ,sell,6245,9.35
20220916,000005.SZ,buy,32853,1.77
20220916,000006.SZ,buy,13523,4.3
20220916,000008.SZ,buy,24957,2.33
20220919,000007.SZ,buy,7445,7.81
20220920,000005.SZ,sell,32853,1.77
20220920,000006.SZ,sell,13523,4.31
20220920,000007.SZ,sell,7445,7.81
20220920,000008.SZ,sell,24957,2.33
20220922,000002.SZ,buy,3326,17.49
20220923,000007.SZ,buy,7345,7.92
20220927,000002.SZ,buy,3281,17.6
20220928,000005.SZ,buy,34629,1.68
20220928,000006.SZ,buy,13951,4.17
20220929,000002.SZ,sell,6607,17.15
20220930,000007.SZ,sell,7345,8.06
20220930,000008.SZ,buy,26021,2.2
20220930,000009.SZ,buy,5102,11.22
20221010,000001.SZ,buy,5034,11.47
20221010,000004.SZ,buy,89,8.1
20221011,000001.SZ,sell,5034,11.48
20221012,000001.SZ,buy,4945,11.6
20221013,000001.SZ,sell,4945,11.34
20221014,000005.SZ,sell,34629,1.72
20221014,000006.SZ,sell,13951,4.18
20221017,000004.SZ,sell,89,8.8
20221017,000009.SZ,sell,5102,12.5
20221020,000004.SZ,buy,6942,8.63
20221021,000005.SZ,buy,35007,1.71
20221021,000007.SZ,buy,7616,7.86
20221021,000008.SZ,sell,26021,2.4
20221024,000005.SZ,sell,35007,1.67
20221025,000004.SZ,sell,6942,8.57
20221026,000004.SZ,buy,6773,8.83
20221026,000005.SZ,buy,35600,1.68
20221026,000009.SZ,buy,4858,12.31
20221027,000001.SZ,buy,5605,10.68
20221027,000006.SZ,buy,109,4.05
20221104,000007.SZ,sell,7616,8.15
20221107,000004.SZ,sell,6773,9.3
20221108,000008.SZ,sell,0,2.43
20221109,000001.SZ,sell,5605,10.89
20221109,000002.SZ,sell,0,14.55
20221109,000005.SZ,sell,35600,1.77
20221109,000009.SZ,sell,4858,12.35
20221110,000001.SZ,buy,5695,10.87
20221110,000004.SZ,buy,6441,9.61
20221110,000005.SZ,buy,34202,1.81
20221110,000008.SZ,buy,24762,2.5
20221110,000009.SZ,buy,4676,13.15
20221114,000009.SZ,sell,4676,12.62
20221115,000006.SZ,sell,109,4.21
20221115,000007.SZ,buy,7288,8.16
20221116,000004.SZ,sell,6441,9.63
20221116,000008.SZ,sell,24762,2.44
20221117,000001.SZ,sell,5695,11.69
20221117,000005.SZ,sell,34202,1.8
20221117,000009.SZ,sell,0,13.04
20221118,000002.SZ,sell,0,15.65
20221121,000004.SZ,buy,5640,11.0
20221121,000006.SZ,buy,15131,4.1
20221121,000007.SZ,sell,7288,8.0
20221122,000004.SZ,sell,5640,11.55
20221124,000006.SZ,sell,15131,4.2
20221125,000001.SZ,buy,5152,12.17
20221125,000005.SZ,buy,34641,1.81
20221125,000007.SZ,buy,8038,7.8
20221125,000009.SZ,buy,4834,12.97
20221128,000006.SZ,buy,12981,4.83
20221128,000007.SZ,sell,8038,7.62
20221129,000004.SZ,buy,6065,10.1
20221129,000008.SZ,buy,3,2.44
20221130,000009.SZ,sell,4834,13.1
20221201,000007.SZ,sell,0,7.47
20221202,000005.SZ,sell,34641,1.89
20221202,000008.SZ,sell,3,2.44
20221205,000002.SZ,buy,3638,18.92
20221205,000005.SZ,buy,30290,1.98
20221205,000006.SZ,sell,12981,6.26
20221205,000007.SZ,buy,9046,7.61
20221205,000008.SZ,buy,4852,2.56
20221208,000001.SZ,sell,5152,13.36
20221208,000002.SZ,sell,3638,19.38
20221208,000004.SZ,sell,6065,10.07
20221208,000005.SZ,sell,30290,2.0
20221208,000009.SZ,sell,0,13.7
20221209,000007.SZ,sell,9046,8.26
20221212,000007.SZ,buy,8588,8.1
20221212,000009.SZ,buy,5310,13.1
20221213,000008.SZ,sell,4852,2.47
20221214,000004.SZ,buy,7073,9.83
20221214,000005.SZ,buy,36405,1.91
20221215,000007.SZ,sell,8588,8.14
20221219,000001.SZ,buy,5263,13.04
20221220,000002.SZ,buy,3603,18.71
20221220,000005.SZ,sell,36405,1.83
20221220,000006.SZ,buy,12102,5.57
20221220,000008.SZ,buy,1096,2.36
20221220,000009.SZ,sell,5310,12.07
20221221,000004.SZ,sell,7073,9.29
20221222,000005.SZ,buy,36864,1.82
20221222,000008.SZ,sell,1096,2.31
20221227,000004.SZ,buy,6725,9.7
20221228,000006.SZ,sell,12102,6.81
